order_id,timestamp,user_id,domain,item_id,correct,p_correct_sim,L1,L2,L3,question_text
14,2025-12-14T07:38:04.011218+00:00,u001,標準入出力操作,19,0,0.21672317703175042,Linuxファイル操作,標準入出力操作,リダイレクト,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
15,2025-12-14T07:38:38.011218+00:00,u001,標準入出力操作,20,0,0.41180971941557887,Linuxファイル操作,標準入出力操作,リダイレクト,file1 と file2 を連結して all.txt に上書き保存したいときに最も適切なコマンドはどれですか？
16,2025-12-14T07:39:03.011218+00:00,u001,テキスト処理,9,1,0.8964556462921821,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
17,2025-12-14T07:39:37.011218+00:00,u001,テキスト処理,5,1,0.9835797402494572,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
18,2025-12-14T07:40:01.011218+00:00,u001,テキスト処理,6,1,0.9690465176293652,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
19,2025-12-14T07:40:38.011218+00:00,u001,テキスト処理,9,1,0.8964556462921821,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
20,2025-12-14T07:41:03.011218+00:00,u001,標準入出力操作,15,0,0.2944383812354519,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
21,2025-12-14T07:41:30.011218+00:00,u001,テキスト処理,9,1,0.8964556462921821,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
22,2025-12-14T07:42:06.011218+00:00,u001,テキスト処理,5,1,0.9835797402494572,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
23,2025-12-14T07:42:38.011218+00:00,u001,ファイルの操作,27,0,0.26027265429847557,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
24,2025-12-14T07:43:05.011218+00:00,u001,テキスト処理,2,1,0.9601371645727259,Linuxファイル操作,テキスト処理,uniq,連続した重複行を一つにまとめて出力するコマンドはどれですか？
25,2025-12-14T07:43:35.011218+00:00,u001,テキスト処理,10,1,0.952333730827967,Linuxファイル操作,テキスト処理,grep,grep で大文字小文字を区別せずに検索するためのオプションを一つ書いてください
26,2025-12-14T07:44:02.011218+00:00,u001,標準入出力操作,16,1,0.6113231544321637,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
27,2025-12-14T07:44:32.011218+00:00,u001,標準入出力操作,11,0,0.21656234861313337,Linuxファイル操作,標準入出力操作,パイプ,ls -l /etc | grep '^-'> file.txt の動作として正しい説明はどれですか？
28,2025-12-14T07:45:05.011218+00:00,u001,ファイルの操作,25,1,0.4790335751223056,Linuxファイル操作,ファイルの操作,rmdir,空のディレクトリ dir1 を削除するコマンドはどれですか？
29,2025-12-14T07:45:31.011218+00:00,u001,ファイルの操作,23,0,0.14997666741904153,Linuxファイル操作,ファイルの操作,rm,ファイル tmp.txt を削除するコマンドはどれですか？
30,2025-12-14T07:46:03.011218+00:00,u001,ファイルの操作,23,0,0.14997666741904153,Linuxファイル操作,ファイルの操作,rm,ファイル tmp.txt を削除するコマンドはどれですか？
31,2025-12-14T07:46:30.011218+00:00,u001,テキスト処理,4,0,0.7687173666093482,Linuxファイル操作,テキスト処理,tail,ファイルの末尾20行を表示したいときに最も適切なコマンドはどれですか？
32,2025-12-14T07:47:01.011218+00:00,u001,標準入出力操作,19,0,0.21672317703175042,Linuxファイル操作,標準入出力操作,リダイレクト,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
33,2025-12-14T07:47:33.011218+00:00,u001,ファイルの操作,23,0,0.14997666741904153,Linuxファイル操作,ファイルの操作,rm,ファイル tmp.txt を削除するコマンドはどれですか？
34,2025-12-14T07:48:06.011218+00:00,u001,ファイルの操作,28,0,0.29365736136862464,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
35,2025-12-14T07:48:30.011218+00:00,u001,標準入出力操作,11,0,0.21656234861313337,Linuxファイル操作,標準入出力操作,パイプ,ls -l /etc | grep '^-'> file.txt の動作として正しい説明はどれですか？
36,2025-12-14T07:49:05.011218+00:00,u001,標準入出力操作,18,1,0.63470789974282,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
37,2025-12-14T07:49:30.011218+00:00,u001,ファイルの操作,21,1,0.4188781567614076,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
38,2025-12-14T07:50:02.011218+00:00,u001,標準入出力操作,19,1,0.21672317703175042,Linuxファイル操作,標準入出力操作,リダイレクト,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
39,2025-12-14T07:50:36.011218+00:00,u001,ファイルの操作,27,0,0.26027265429847557,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
40,2025-12-14T07:51:08.011218+00:00,u001,テキスト処理,4,1,0.7687173666093482,Linuxファイル操作,テキスト処理,tail,ファイルの末尾20行を表示したいときに最も適切なコマンドはどれですか？
41,2025-12-14T07:51:33.011218+00:00,u002,テキスト処理,6,0,0.4813819518001417,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
42,2025-12-14T07:51:59.011218+00:00,u002,ファイルの操作,30,0,0.34230397461822165,Linuxファイル操作,ファイルの操作,touch,空のファイルを新規作成するときに使えるコマンドを一つ書いてください
43,2025-12-14T07:52:30.011218+00:00,u002,ファイルの操作,26,0,0.5324321135670099,Linuxファイル操作,ファイルの操作,ls,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
44,2025-12-14T07:53:03.011218+00:00,u002,標準入出力操作,18,1,0.831182838412308,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
45,2025-12-14T07:53:37.011218+00:00,u002,ファイルの操作,21,0,0.49066100286310693,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
46,2025-12-14T07:53:59.011218+00:00,u002,標準入出力操作,19,0,0.4394734375783235,Linuxファイル操作,標準入出力操作,リダイレクト,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
47,2025-12-14T07:54:32.011218+00:00,u002,テキスト処理,3,0,0.1064870598177435,Linuxファイル操作,テキスト処理,head,ファイルの先頭の数行だけを表示するコマンドはどれですか？
48,2025-12-14T07:55:00.011218+00:00,u002,標準入出力操作,20,0,0.6648708558937239,Linuxファイル操作,標準入出力操作,リダイレクト,file1 と file2 を連結して all.txt に上書き保存したいときに最も適切なコマンドはどれですか？
49,2025-12-14T07:55:36.011218+00:00,u002,テキスト処理,6,0,0.4813819518001417,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
50,2025-12-14T07:56:06.011218+00:00,u002,ファイルの操作,27,1,0.3198346291650798,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
51,2025-12-14T07:56:31.011218+00:00,u002,標準入出力操作,16,1,0.8167442675884906,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
52,2025-12-14T07:57:04.011218+00:00,u002,テキスト処理,2,1,0.41661081242882764,Linuxファイル操作,テキスト処理,uniq,連続した重複行を一つにまとめて出力するコマンドはどれですか？
53,2025-12-14T07:57:38.011218+00:00,u002,テキスト処理,2,0,0.41661081242882764,Linuxファイル操作,テキスト処理,uniq,連続した重複行を一つにまとめて出力するコマンドはどれですか？
54,2025-12-14T07:58:08.011218+00:00,u002,テキスト処理,5,1,0.6397660868607192,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
55,2025-12-14T07:58:38.011218+00:00,u002,標準入出力操作,16,1,0.8167442675884906,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
56,2025-12-14T07:59:00.011218+00:00,u002,ファイルの操作,21,1,0.49066100286310693,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
57,2025-12-14T07:59:30.011218+00:00,u002,テキスト処理,6,0,0.4813819518001417,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
58,2025-12-14T08:00:06.011218+00:00,u002,ファイルの操作,27,0,0.3198346291650798,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
59,2025-12-14T08:00:33.011218+00:00,u002,テキスト処理,8,0,0.2572246998448521,Linuxファイル操作,テキスト処理,sed,ファイル内の文字列 foo を bar に置き換えて画面に表示するコマンドはどれですか？
60,2025-12-14T08:01:06.011218+00:00,u002,テキスト処理,9,0,0.20425899504985753,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
61,2025-12-14T08:01:36.011218+00:00,u002,標準入出力操作,11,1,0.43924000436517247,Linuxファイル操作,標準入出力操作,パイプ,ls -l /etc | grep '^-'> file.txt の動作として正しい説明はどれですか？
62,2025-12-14T08:02:01.011218+00:00,u002,ファイルの操作,27,0,0.3198346291650798,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
63,2025-12-14T08:02:29.011218+00:00,u002,ファイルの操作,23,1,0.1908086942323132,Linuxファイル操作,ファイルの操作,rm,ファイル tmp.txt を削除するコマンドはどれですか？
64,2025-12-14T08:03:00.011218+00:00,u002,ファイルの操作,21,1,0.49066100286310693,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
65,2025-12-14T08:03:29.011218+00:00,u002,標準入出力操作,11,0,0.43924000436517247,Linuxファイル操作,標準入出力操作,パイプ,ls -l /etc | grep '^-'> file.txt の動作として正しい説明はどれですか？
66,2025-12-14T08:04:02.011218+00:00,u002,テキスト処理,1,0,0.1569097478551792,Linuxファイル操作,テキスト処理,sort,ファイルの内容を並び替えて表示するためのコマンドはどれですか？
67,2025-12-14T08:04:33.011218+00:00,u002,テキスト処理,3,0,0.1064870598177435,Linuxファイル操作,テキスト処理,head,ファイルの先頭の数行だけを表示するコマンドはどれですか？
68,2025-12-14T08:04:59.011218+00:00,u002,テキスト処理,7,0,0.18175137507714734,Linuxファイル操作,テキスト処理,grep,ファイルの中から文字列 error を含む行だけを表示するコマンドはどれですか？
69,2025-12-14T08:05:38.011218+00:00,u002,テキスト処理,10,0,0.3720009560067749,Linuxファイル操作,テキスト処理,grep,grep で大文字小文字を区別せずに検索するためのオプションを一つ書いてください
70,2025-12-14T08:06:04.011218+00:00,u002,テキスト処理,3,0,0.1064870598177435,Linuxファイル操作,テキスト処理,head,ファイルの先頭の数行だけを表示するコマンドはどれですか？
71,2025-12-14T08:06:37.011218+00:00,u002,ファイルの操作,24,1,0.48308315568777177,Linuxファイル操作,ファイルの操作,mkdir,ディレクトリ dir1 を新しく作成するコマンドはどれですか？
72,2025-12-14T08:07:06.011218+00:00,u002,ファイルの操作,28,0,0.35717038646522786,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
73,2025-12-14T08:07:34.011218+00:00,u002,ファイルの操作,28,1,0.35717038646522786,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
74,2025-12-14T08:08:02.011218+00:00,u002,ファイルの操作,30,1,0.34230397461822165,Linuxファイル操作,ファイルの操作,touch,空のファイルを新規作成するときに使えるコマンドを一つ書いてください
75,2025-12-14T08:08:32.011218+00:00,u002,テキスト処理,9,0,0.20425899504985753,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
76,2025-12-14T08:09:01.011218+00:00,u002,ファイルの操作,24,0,0.48308315568777177,Linuxファイル操作,ファイルの操作,mkdir,ディレクトリ dir1 を新しく作成するコマンドはどれですか？
77,2025-12-14T08:09:30.011218+00:00,u002,標準入出力操作,15,0,0.5418125230668802,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
78,2025-12-14T08:10:00.011218+00:00,u002,標準入出力操作,16,1,0.8167442675884906,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
79,2025-12-14T08:10:30.011218+00:00,u002,ファイルの操作,25,0,0.5513446526462296,Linuxファイル操作,ファイルの操作,rmdir,空のディレクトリ dir1 を削除するコマンドはどれですか？
80,2025-12-14T08:11:08.011218+00:00,u002,標準入出力操作,20,0,0.6648708558937239,Linuxファイル操作,標準入出力操作,リダイレクト,file1 と file2 を連結して all.txt に上書き保存したいときに最も適切なコマンドはどれですか？
81,2025-12-14T08:11:31.011218+00:00,u003,標準入出力操作,13,0,0.3414728196927785,Linuxファイル操作,標準入出力操作,ヒアドキュメント,シェルのヒアドキュメントで使用するリダイレクト記号を一つ書いてください
82,2025-12-14T08:12:01.011218+00:00,u003,ファイルの操作,27,0,0.4460349756904829,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
83,2025-12-14T08:12:36.011218+00:00,u003,ファイルの操作,27,0,0.4460349756904829,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
84,2025-12-14T08:13:03.011218+00:00,u003,標準入出力操作,11,0,0.18692665670821143,Linuxファイル操作,標準入出力操作,パイプ,ls -l /etc | grep '^-'> file.txt の動作として正しい説明はどれですか？
85,2025-12-14T08:13:38.011218+00:00,u003,ファイルの操作,28,0,0.4875428132668631,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
86,2025-12-14T08:14:03.011218+00:00,u003,ファイルの操作,25,1,0.6778552576160879,Linuxファイル操作,ファイルの操作,rmdir,空のディレクトリ dir1 を削除するコマンドはどれですか？
87,2025-12-14T08:14:37.011218+00:00,u003,テキスト処理,4,0,0.08286767402822687,Linuxファイル操作,テキスト処理,tail,ファイルの末尾20行を表示したいときに最も適切なコマンドはどれですか？
88,2025-12-14T08:15:00.011218+00:00,u003,ファイルの操作,22,1,0.7303766840857852,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
89,2025-12-14T08:15:30.011218+00:00,u003,標準入出力操作,15,1,0.2576504588631284,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
90,2025-12-14T08:16:02.011218+00:00,u003,ファイルの操作,28,1,0.4875428132668631,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
91,2025-12-14T08:16:30.011218+00:00,u003,ファイルの操作,21,1,0.6225691579259185,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
92,2025-12-14T08:17:00.011218+00:00,u003,テキスト処理,5,1,0.6195392849898333,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
93,2025-12-14T08:17:30.011218+00:00,u003,標準入出力操作,15,1,0.2576504588631284,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
94,2025-12-14T08:17:59.011218+00:00,u003,テキスト処理,5,1,0.6195392849898333,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
95,2025-12-14T08:18:37.011218+00:00,u003,標準入出力操作,16,1,0.5667456018341648,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
96,2025-12-14T08:19:04.011218+00:00,u003,テキスト処理,8,0,0.24100099405852615,Linuxファイル操作,テキスト処理,sed,ファイル内の文字列 foo を bar に置き換えて画面に表示するコマンドはどれですか？
97,2025-12-14T08:19:33.011218+00:00,u003,ファイルの操作,24,1,0.615415586849106,Linuxファイル操作,ファイルの操作,mkdir,ディレクトリ dir1 を新しく作成するコマンドはどれですか？
98,2025-12-14T08:20:01.011218+00:00,u003,テキスト処理,10,1,0.35196839714685124,Linuxファイル操作,テキスト処理,grep,grep で大文字小文字を区別せずに検索するためのオプションを一つ書いてください
99,2025-12-14T08:20:31.011218+00:00,u003,標準入出力操作,12,0,0.2028624719972729,Linuxファイル操作,標準入出力操作,リダイレクト,標準出力と標準エラー出力の両方を同じファイル out.log にリダイレクトするコマンドとして正しいものはどれですか？
100,2025-12-14T08:21:02.011218+00:00,u003,テキスト処理,6,0,0.45977151894975804,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
101,2025-12-14T08:21:30.011218+00:00,u003,ファイルの操作,26,0,0.6609965988326384,Linuxファイル操作,ファイルの操作,ls,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
102,2025-12-14T08:22:08.011218+00:00,u003,テキスト処理,6,1,0.45977151894975804,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
103,2025-12-14T08:22:31.011218+00:00,u003,ファイルの操作,27,0,0.4460349756904829,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
104,2025-12-14T08:23:07.011218+00:00,u003,ファイルの操作,24,0,0.615415586849106,Linuxファイル操作,ファイルの操作,mkdir,ディレクトリ dir1 を新しく作成するコマンドはどれですか？
105,2025-12-14T08:23:36.011218+00:00,u003,標準入出力操作,12,0,0.2028624719972729,Linuxファイル操作,標準入出力操作,リダイレクト,標準出力と標準エラー出力の両方を同じファイル out.log にリダイレクトするコマンドとして正しいものはどれですか？
106,2025-12-14T08:24:04.011218+00:00,u003,テキスト処理,4,0,0.08286767402822687,Linuxファイル操作,テキスト処理,tail,ファイルの末尾20行を表示したいときに最も適切なコマンドはどれですか？
107,2025-12-14T08:24:36.011218+00:00,u003,ファイルの操作,25,1,0.6778552576160879,Linuxファイル操作,ファイルの操作,rmdir,空のディレクトリ dir1 を削除するコマンドはどれですか？
108,2025-12-14T08:25:05.011218+00:00,u003,標準入出力操作,13,1,0.3414728196927785,Linuxファイル操作,標準入出力操作,ヒアドキュメント,シェルのヒアドキュメントで使用するリダイレクト記号を一つ書いてください
109,2025-12-14T08:25:30.011218+00:00,u003,テキスト処理,5,1,0.6195392849898333,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
110,2025-12-14T08:26:01.011218+00:00,u003,標準入出力操作,16,1,0.5667456018341648,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
111,2025-12-14T08:26:33.011218+00:00,u003,標準入出力操作,20,1,0.3680058965192221,Linuxファイル操作,標準入出力操作,リダイレクト,file1 と file2 を連結して all.txt に上書き保存したいときに最も適切なコマンドはどれですか？
112,2025-12-14T08:27:05.011218+00:00,u003,標準入出力操作,12,0,0.2028624719972729,Linuxファイル操作,標準入出力操作,リダイレクト,標準出力と標準エラー出力の両方を同じファイル out.log にリダイレクトするコマンドとして正しいものはどれですか？
113,2025-12-14T08:27:37.011218+00:00,u003,ファイルの操作,21,0,0.6225691579259185,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
114,2025-12-14T08:28:02.011218+00:00,u003,標準入出力操作,15,0,0.2576504588631284,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
115,2025-12-14T08:28:31.011218+00:00,u003,ファイルの操作,26,1,0.6609965988326384,Linuxファイル操作,ファイルの操作,ls,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
116,2025-12-14T08:29:04.011218+00:00,u003,ファイルの操作,22,1,0.7303766840857852,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
117,2025-12-14T08:29:29.011218+00:00,u003,テキスト処理,5,0,0.6195392849898333,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
118,2025-12-14T08:30:05.011218+00:00,u003,テキスト処理,5,0,0.6195392849898333,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
119,2025-12-14T08:30:35.011218+00:00,u003,ファイルの操作,26,1,0.6609965988326384,Linuxファイル操作,ファイルの操作,ls,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
120,2025-12-14T08:31:06.011218+00:00,u003,テキスト処理,5,1,0.6195392849898333,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
121,2025-12-14T08:31:33.011218+00:00,u004,テキスト処理,1,0,0.13276177686483948,Linuxファイル操作,テキスト処理,sort,ファイルの内容を並び替えて表示するためのコマンドはどれですか？
122,2025-12-14T08:32:06.011218+00:00,u004,ファイルの操作,22,0,0.37963973416140057,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
123,2025-12-14T08:32:29.011218+00:00,u004,テキスト処理,6,0,0.4329412813226996,Linuxファイル操作,テキスト処理,cut,スペース区切りのテキストから2列目だけを取り出すのに適したコマンドはどれですか？
124,2025-12-14T08:33:05.011218+00:00,u004,テキスト処理,9,1,0.17433086724178637,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
125,2025-12-14T08:33:33.011218+00:00,u004,テキスト処理,1,0,0.13276177686483948,Linuxファイル操作,テキスト処理,sort,ファイルの内容を並び替えて表示するためのコマンドはどれですか？
126,2025-12-14T08:34:04.011218+00:00,u004,標準入出力操作,18,0,0.7092881782249348,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
127,2025-12-14T08:34:31.011218+00:00,u004,ファイルの操作,27,0,0.15390236171232705,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
128,2025-12-14T08:35:08.011218+00:00,u004,標準入出力操作,15,1,0.369476680001567,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
129,2025-12-14T08:35:33.011218+00:00,u004,ファイルの操作,22,1,0.37963973416140057,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
130,2025-12-14T08:36:03.011218+00:00,u004,標準入出力操作,18,0,0.7092881782249348,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
131,2025-12-14T08:36:36.011218+00:00,u004,テキスト処理,2,1,0.37003745163853463,Linuxファイル操作,テキスト処理,uniq,連続した重複行を一つにまとめて出力するコマンドはどれですか？
132,2025-12-14T08:37:06.011218+00:00,u004,ファイルの操作,29,0,0.17012525721726,Linuxファイル操作,ファイルの操作,find,ルートディレクトリから名前が foo.txt のファイルを探すコマンドはどれですか？
133,2025-12-14T08:37:32.011218+00:00,u004,ファイルの操作,22,1,0.37963973416140057,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
134,2025-12-14T08:38:00.011218+00:00,u004,テキスト処理,10,0,0.3276140366087538,Linuxファイル操作,テキスト処理,grep,grep で大文字小文字を区別せずに検索するためのオプションを一つ書いてください
135,2025-12-14T08:38:30.011218+00:00,u004,標準入出力操作,19,0,0.27981015929349135,Linuxファイル操作,標準入出力操作,リダイレクト,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
136,2025-12-14T08:39:04.011218+00:00,u004,ファイルの操作,26,0,0.3057904828238619,Linuxファイル操作,ファイルの操作,ls,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
137,2025-12-14T08:39:30.011218+00:00,u004,標準入出力操作,20,1,0.4957432873664063,Linuxファイル操作,標準入出力操作,リダイレクト,file1 と file2 を連結して all.txt に上書き保存したいときに最も適切なコマンドはどれですか？
138,2025-12-14T08:40:08.011218+00:00,u004,標準入出力操作,17,0,0.3927651050434595,Linuxファイル操作,標準入出力操作,tee,tee コマンドの説明として正しいものはどれですか？
139,2025-12-14T08:40:31.011218+00:00,u004,ファイルの操作,22,1,0.37963973416140057,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
