order_id,timestamp,user_id,domain,item_id,correct,p_correct_sim,L1,L2,L3,question_text
61,2025-12-23T02:43:24.084447+00:00,u001,テキスト処理,40,0,0.08838926405257587,Linuxファイル操作,テキスト処理,sort_uniq,ファイルの重複行を削除しつつ並び替えて表示したいときに最も適切なコマンドはどれですか？
62,2025-12-23T02:43:59.084447+00:00,u001,テキスト処理,34,0,0.2954422232242261,Linuxファイル操作,テキスト処理,cut,cut コマンドで区切り文字としてコロンを指定するためのオプションと記述として正しいものはどれですか？
63,2025-12-23T02:44:25.084447+00:00,u001,ファイルの操作,60,0,0.3088448481863735,Linuxファイル操作,ファイルの操作,file,指定したファイルの種類を判定して表示するコマンドはどれですか？
64,2025-12-23T02:44:59.084447+00:00,u001,標準入出力操作,51,1,0.3488712553774821,Linuxファイル操作,標準入出力操作,xargs,find と xargs を組み合わせて見つかったファイルを一括で削除するコマンドとして最も適切なものはどれですか？
65,2025-12-23T02:45:25.084447+00:00,u001,ファイルの操作,28,1,0.4495000254853415,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
66,2025-12-23T02:45:56.084447+00:00,u001,標準入出力操作,17,1,0.3310066145675397,Linuxファイル操作,標準入出力操作,tee,tee コマンドの説明として正しいものはどれですか？
67,2025-12-23T02:46:20.084447+00:00,u001,ファイルの操作,59,1,0.7366413176936781,Linuxファイル操作,ファイルの操作,chmod,chmod で所有者に読み書き実行権限グループに読み実行その他に読み取りのみを与えるモードを数字で一つ書いてください
68,2025-12-23T02:46:55.084447+00:00,u001,ファイルの操作,56,0,0.69032324117271,Linuxファイル操作,ファイルの操作,tar,複数のファイルを1つのアーカイブファイル archive.tar にまとめるコマンドとして最も適切なものはどれですか？
69,2025-12-23T02:47:26.084447+00:00,u001,ファイルの操作,57,1,0.6077574126503387,Linuxファイル操作,ファイルの操作,tar,tar で gzip 圧縮されたアーカイブ archive.tar.gz を展開するコマンドを一つ書いてください
70,2025-12-23T02:47:50.084447+00:00,u001,ファイルの操作,27,1,0.4086482828686923,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
71,2025-12-23T02:48:24.084447+00:00,u001,テキスト処理,32,0,0.21815430693915022,Linuxファイル操作,テキスト処理,sort,sort コマンドで数値として昇順に並び替えるためのオプションを一つ書いてください
72,2025-12-23T02:48:55.084447+00:00,u001,テキスト処理,44,0,0.12841668913596022,Linuxファイル操作,テキスト処理,正規表現,正規表現で任意の1文字を表すメタ文字を一つ書いてください
73,2025-12-23T02:49:22.084447+00:00,u001,ファイルの操作,56,1,0.69032324117271,Linuxファイル操作,ファイルの操作,tar,複数のファイルを1つのアーカイブファイル archive.tar にまとめるコマンドとして最も適切なものはどれですか？
74,2025-12-23T02:49:53.084447+00:00,u001,標準入出力操作,49,0,0.2662371183056127,Linuxファイル操作,標準入出力操作,パイプ,複数のコマンドをつなぎ中間生成物を一時ファイルに保存せずに渡す仕組みを何と呼びますか？
75,2025-12-23T02:50:22.084447+00:00,u001,テキスト処理,45,0,0.14190517237310868,Linuxファイル操作,テキスト処理,正規表現,正規表現で0文字以上の繰り返しを表すメタ文字を一つ書いてください
76,2025-12-23T02:50:52.084447+00:00,u001,標準入出力操作,47,0,0.23035392993997672,Linuxファイル操作,標準入出力操作,リダイレクト,標準出力を破棄して画面にもファイルにも表示したくないときに使う特殊ファイルを一つ書いてください
77,2025-12-23T02:51:29.084447+00:00,u001,ファイルの操作,28,0,0.4495000254853415,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
78,2025-12-23T02:51:50.084447+00:00,u001,テキスト処理,3,0,0.08066684203745154,Linuxファイル操作,テキスト処理,head,ファイルの先頭の数行だけを表示するコマンドはどれですか？
79,2025-12-23T02:52:23.084447+00:00,u001,標準入出力操作,48,0,0.36389909731187337,Linuxファイル操作,標準入出力操作,リダイレクト,標準出力を file.txt に上書きし標準エラー出力は画面に残したいときのリダイレクト記述として正しいものはどれですか？
80,2025-12-23T02:52:51.084447+00:00,u001,テキスト処理,2,0,0.3445945224140531,Linuxファイル操作,テキスト処理,uniq,連続した重複行を一つにまとめて出力するコマンドはどれですか？
81,2025-12-23T02:53:25.084447+00:00,u001,標準入出力操作,16,1,0.6281777926442588,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
82,2025-12-23T02:53:51.084447+00:00,u001,テキスト処理,40,1,0.08838926405257587,Linuxファイル操作,テキスト処理,sort_uniq,ファイルの重複行を削除しつつ並び替えて表示したいときに最も適切なコマンドはどれですか？
83,2025-12-23T02:54:28.084447+00:00,u001,ファイルの操作,30,1,0.4333814748078154,Linuxファイル操作,ファイルの操作,touch,空のファイルを新規作成するときに使えるコマンドを一つ書いてください
84,2025-12-23T02:54:55.084447+00:00,u001,テキスト処理,45,0,0.14190517237310868,Linuxファイル操作,テキスト処理,正規表現,正規表現で0文字以上の繰り返しを表すメタ文字を一つ書いてください
85,2025-12-23T02:55:29.084447+00:00,u001,ファイルの操作,56,1,0.69032324117271,Linuxファイル操作,ファイルの操作,tar,複数のファイルを1つのアーカイブファイル archive.tar にまとめるコマンドとして最も適切なものはどれですか？
86,2025-12-23T02:55:58.084447+00:00,u001,標準入出力操作,47,0,0.23035392993997672,Linuxファイル操作,標準入出力操作,リダイレクト,標準出力を破棄して画面にもファイルにも表示したくないときに使う特殊ファイルを一つ書いてください
87,2025-12-23T02:56:28.084447+00:00,u001,標準入出力操作,16,1,0.6281777926442588,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
88,2025-12-23T02:56:52.084447+00:00,u001,テキスト処理,3,0,0.08066684203745154,Linuxファイル操作,テキスト処理,head,ファイルの先頭の数行だけを表示するコマンドはどれですか？
89,2025-12-23T02:57:20.084447+00:00,u001,ファイルの操作,22,1,0.6992402488048289,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
90,2025-12-23T02:57:55.084447+00:00,u001,標準入出力操作,46,1,0.3650356984021405,Linuxファイル操作,標準入出力操作,リダイレクト,標準エラー出力だけを error.log に書き出し標準出力は画面に表示したいときに最も適切なコマンドはどれですか？
91,2025-12-23T02:58:24.084447+00:00,u001,テキスト処理,9,1,0.15894903877712488,Linuxファイル操作,テキスト処理,grep,行頭がシャープ記号の行だけを表示するための grep の正規表現を一つ書いてください
92,2025-12-23T02:58:50.084447+00:00,u001,ファイルの操作,57,0,0.6077574126503387,Linuxファイル操作,ファイルの操作,tar,tar で gzip 圧縮されたアーカイブ archive.tar.gz を展開するコマンドを一つ書いてください
93,2025-12-23T02:59:23.084447+00:00,u001,ファイルの操作,30,0,0.4333814748078154,Linuxファイル操作,ファイルの操作,touch,空のファイルを新規作成するときに使えるコマンドを一つ書いてください
94,2025-12-23T02:59:57.084447+00:00,u001,ファイルの操作,59,1,0.7366413176936781,Linuxファイル操作,ファイルの操作,chmod,chmod で所有者に読み書き実行権限グループに読み実行その他に読み取りのみを与えるモードを数字で一つ書いてください
95,2025-12-23T03:00:28.084447+00:00,u001,標準入出力操作,18,1,0.6511271867949615,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
96,2025-12-23T03:00:55.084447+00:00,u001,標準入出力操作,14,0,0.18814233820713294,Linuxファイル操作,標準入出力操作,リダイレクト,既存のファイルに出力を追記するためのリダイレクト記号を一つ書いてください
97,2025-12-23T03:01:26.084447+00:00,u001,ファイルの操作,21,1,0.5860392073906266,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
98,2025-12-23T03:01:52.084447+00:00,u001,標準入出力操作,54,1,0.49619661995350034,Linuxファイル操作,標準入出力操作,標準入出力,標準エラー出力を表すファイルディスクリプタ番号を一つ書いてください
99,2025-12-23T03:02:26.084447+00:00,u001,標準入出力操作,16,1,0.6281777926442588,Linuxファイル操作,標準入出力操作,xargs,xargs コマンドの説明として正しいものはどれですか？
100,2025-12-23T03:02:53.084447+00:00,u001,テキスト処理,37,0,0.17237007867379878,Linuxファイル操作,テキスト処理,paste,複数ファイルの対応する行を横に結合して表示するコマンドはどれですか？
101,2025-12-23T03:03:21.084447+00:00,u001,ファイルの操作,23,0,0.25734991797236684,Linuxファイル操作,ファイルの操作,rm,ファイル tmp.txt を削除するコマンドはどれですか？
102,2025-12-23T03:03:52.084447+00:00,u001,ファイルの操作,25,0,0.6436131129751683,Linuxファイル操作,ファイルの操作,rmdir,空のディレクトリ dir1 を削除するコマンドはどれですか？
103,2025-12-23T03:04:27.084447+00:00,u001,ファイルの操作,58,0,0.2087976340069914,Linuxファイル操作,ファイルの操作,gzip,ファイル file.txt を gzip 形式で圧縮し file.txt.gz を作成するコマンドとして最も適切なものはどれですか？
104,2025-12-23T03:04:55.084447+00:00,u001,テキスト処理,32,0,0.21815430693915022,Linuxファイル操作,テキスト処理,sort,sort コマンドで数値として昇順に並び替えるためのオプションを一つ書いてください
105,2025-12-23T03:05:25.084447+00:00,u001,標準入出力操作,54,0,0.49619661995350034,Linuxファイル操作,標準入出力操作,標準入出力,標準エラー出力を表すファイルディスクリプタ番号を一つ書いてください
106,2025-12-23T03:05:56.084447+00:00,u001,標準入出力操作,19,0,0.22911143461756803,Linuxファイル操作,標準入出力操作,リダイレクト,コマンドの標準入力をファイルから受け取るためのリダイレクト記号を一つ書いてください
107,2025-12-23T03:06:25.084447+00:00,u001,テキスト処理,35,0,0.09121831511083195,Linuxファイル操作,テキスト処理,cut,cut コマンドで2列目と4列目を取り出す指定を一つ書いてください
108,2025-12-23T03:06:58.084447+00:00,u001,ファイルの操作,26,1,0.6259513107439756,Linuxファイル操作,ファイルの操作,ls,隠しファイルも含めて詳細情報付きで一覧表示するコマンドとして最も適切なものはどれですか？
109,2025-12-23T03:07:26.084447+00:00,u001,ファイルの操作,25,1,0.6436131129751683,Linuxファイル操作,ファイルの操作,rmdir,空のディレクトリ dir1 を削除するコマンドはどれですか？
110,2025-12-23T03:07:50.084447+00:00,u001,ファイルの操作,56,0,0.69032324117271,Linuxファイル操作,ファイルの操作,tar,複数のファイルを1つのアーカイブファイル archive.tar にまとめるコマンドとして最も適切なものはどれですか？
111,2025-12-23T03:08:21.084447+00:00,u001,ファイルの操作,27,0,0.4086482828686923,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
112,2025-12-23T03:08:55.084447+00:00,u001,ファイルの操作,23,0,0.25734991797236684,Linuxファイル操作,ファイルの操作,rm,ファイル tmp.txt を削除するコマンドはどれですか？
113,2025-12-23T03:09:20.084447+00:00,u001,ファイルの操作,21,0,0.5860392073906266,Linuxファイル操作,ファイルの操作,cp,ファイル file1 を file2 としてコピーするコマンドはどれですか？
114,2025-12-23T03:09:55.084447+00:00,u001,テキスト処理,8,1,0.20316532296258447,Linuxファイル操作,テキスト処理,sed,ファイル内の文字列 foo を bar に置き換えて画面に表示するコマンドはどれですか？
115,2025-12-23T03:10:21.084447+00:00,u001,標準入出力操作,20,1,0.42923840362716387,Linuxファイル操作,標準入出力操作,リダイレクト,file1 と file2 を連結して all.txt に上書き保存したいときに最も適切なコマンドはどれですか？
116,2025-12-23T03:10:55.084447+00:00,u001,標準入出力操作,53,1,0.7544096816784587,Linuxファイル操作,標準入出力操作,標準入出力,標準出力を表すファイルディスクリプタ番号を一つ書いてください
117,2025-12-23T03:11:29.084447+00:00,u001,ファイルの操作,60,0,0.3088448481863735,Linuxファイル操作,ファイルの操作,file,指定したファイルの種類を判定して表示するコマンドはどれですか？
118,2025-12-23T03:11:54.084447+00:00,u001,ファイルの操作,60,0,0.3088448481863735,Linuxファイル操作,ファイルの操作,file,指定したファイルの種類を判定して表示するコマンドはどれですか？
119,2025-12-23T03:12:27.084447+00:00,u001,テキスト処理,45,1,0.14190517237310868,Linuxファイル操作,テキスト処理,正規表現,正規表現で0文字以上の繰り返しを表すメタ文字を一つ書いてください
120,2025-12-23T03:12:50.084447+00:00,u001,テキスト処理,40,0,0.08838926405257587,Linuxファイル操作,テキスト処理,sort_uniq,ファイルの重複行を削除しつつ並び替えて表示したいときに最も適切なコマンドはどれですか？
121,2025-12-23T03:13:28.084447+00:00,u002,ファイルの操作,27,0,0.5699027789437352,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
122,2025-12-23T03:13:52.084447+00:00,u002,ファイルの操作,22,1,0.8167816566551133,Linuxファイル操作,ファイルの操作,mv,ファイル名 old.txt を new.txt に変更するコマンドはどれですか？
123,2025-12-23T03:14:29.084447+00:00,u002,標準入出力操作,53,1,0.7081078769648707,Linuxファイル操作,標準入出力操作,標準入出力,標準出力を表すファイルディスクリプタ番号を一つ書いてください
124,2025-12-23T03:14:59.084447+00:00,u002,テキスト処理,5,1,0.9425470331030362,Linuxファイル操作,テキスト処理,wc,ファイルの行数や単語数などを表示するコマンドはどれですか？
125,2025-12-23T03:15:21.084447+00:00,u002,ファイルの操作,24,0,0.7247791600828303,Linuxファイル操作,ファイルの操作,mkdir,ディレクトリ dir1 を新しく作成するコマンドはどれですか？
126,2025-12-23T03:15:59.084447+00:00,u002,標準入出力操作,18,0,0.5957864425907161,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
127,2025-12-23T03:16:26.084447+00:00,u002,標準入出力操作,51,0,0.29732617073815143,Linuxファイル操作,標準入出力操作,xargs,find と xargs を組み合わせて見つかったファイルを一括で削除するコマンドとして最も適切なものはどれですか？
128,2025-12-23T03:16:57.084447+00:00,u002,ファイルの操作,56,0,0.810404636415596,Linuxファイル操作,ファイルの操作,tar,複数のファイルを1つのアーカイブファイル archive.tar にまとめるコマンドとして最も適切なものはどれですか？
129,2025-12-23T03:17:28.084447+00:00,u002,標準入出力操作,18,0,0.5957864425907161,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
130,2025-12-23T03:17:51.084447+00:00,u002,標準入出力操作,13,0,0.34593080952999394,Linuxファイル操作,標準入出力操作,ヒアドキュメント,シェルのヒアドキュメントで使用するリダイレクト記号を一つ書いてください
131,2025-12-23T03:18:20.084447+00:00,u002,テキスト処理,31,1,0.21499697466074386,Linuxファイル操作,テキスト処理,tr,小文字を大文字に変換して表示するのに適したコマンドはどれですか？
132,2025-12-23T03:18:58.084447+00:00,u002,標準入出力操作,18,1,0.5957864425907161,Linuxファイル操作,標準入出力操作,標準入出力,標準入力を表すファイルディスクリプタ番号はどれですか？
133,2025-12-23T03:19:20.084447+00:00,u002,ファイルの操作,28,1,0.610239635682705,Linuxファイル操作,ファイルの操作,chmod,ファイル script.sh に実行権を追加するコマンドとして最も適切なものはどれですか？
134,2025-12-23T03:19:59.084447+00:00,u002,テキスト処理,10,1,0.8454861320220974,Linuxファイル操作,テキスト処理,grep,grep で大文字小文字を区別せずに検索するためのオプションを一つ書いてください
135,2025-12-23T03:20:20.084447+00:00,u002,標準入出力操作,15,0,0.26144859815591476,Linuxファイル操作,標準入出力操作,パイプ,ファイルの中で pattern に一致する行数だけを数えたいときに最も適切なコマンドはどれですか？
136,2025-12-23T03:20:52.084447+00:00,u002,ファイルの操作,27,0,0.5699027789437352,Linuxファイル操作,ファイルの操作,chown,ファイル file.txt の所有者を user1 に変更するコマンドはどれですか？
